Year of last filed report / Année de déclaration la plus récente,NPRI ID / ID INRP,Company Name / Raison Sociale,Facility Name / Nom de l'installation,Address line 1 / Première ligne d’adresse,Address line 2 / Deuxième ligne d’adresse,City / Ville,Province / Province,Postal Code / Code postal,Physical Land Survey Description / Description de l'arpentage,National Topographical Description / Description topographique nationale,Latitude / Latitude,Longitude / Longitude,Datum / Datum,NAICS / Code SCIAN,Key Industrial Sector Code / Code des Secteurs industriels clés,Key Industrial Sector (English) / Secteurs industriels clés (Anglais),Key Industrial Sector (French) / Secteurs industriels clés (Français),Census Division (CD) Unique ID / No unique de la Division de recensement (DR),Census Division (CD) Name / Nom de la Division de recensement (DR),Census Sub Division (CSD) Unique ID / No unique de la Subdivision de recensement (SDR),Census Sub Division (CSD) Name / Nom de la Subdivision de recensement (SDR),Census Metropolitan Area (CMA) Unique ID / No unique de la Région métropolitaine de recensement (RMR),Census Metropolitan Area (CMA) Name / Nom de la Région métropolitaine de recensement (RMR),Economic Region (ER) Unique ID / No unique de la Région économique (RE),Economic Region (ER) Name / Nom de la Région économique (RE),Forward Sortation Area (FSA) / Région de tri d'acheminement (RTA),Ecozone Unique ID / No unique de l’écozone,English Ecozone Name / Nom anglais de l’écozone,French Ecozone Name / Nom français de l’écozone,Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC),Major Drainage Area English Name / Nom anglais de l’aire de drainage principale ,Major Drainage Area French Name / Nom français de l’aire de drainage principale ,Sulphur Oxide Management Area (SOMA) / Zone de gestion des oxydes de soufre (ZGOS),Ontario Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) de l'Ontario,Quebec Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) du Québec,Quebec City-Windsor Corridor / Corridor Québec-Windsor
2015,11829,Hamsar Diversco Inc.,Hamsar Diversco Inc.,5320 Downey Street,,Burlington,ON,L7L6M2,,,43.39,-79.76,1983,334410,6,Other Manufacturing,Autres fabrication,3524,Halton,3524002,Burlington,537,Hamilton,3550,Hamilton--Niagara Peninsula,L7L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,11830,INNOCON INC.,COMMISSIONER RMC PLANT,5405 Commissioner Street,,Toronto,ON,M4M1A5,,,43.65,-79.33,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11833,Mondelez Canada Inc,Hamilton Confectionary Plant,45 Ewen Road,,Hamilton,ON,L8S3C3,,,43.25,-79.92,1983,311340,6,Other Manufacturing,Autres fabrication,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,11834,LAMBTON CONVEYOR LIMITED,LAMBTON CONVEYOR LIMITED FLORENCE,1247 Florence Road,,Florence,ON,N0P1R0,,,42.69,-81.99,1983,333920,6,Other Manufacturing,Autres fabrication,3538,Lambton,3538007,Dawn-Euphemia,,,3570,Windsor--Sarnia,N0P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11835,Martinrea Tillsonburg,Martinrea Tillsonburg,301 Tillson Avenue,,Tillsonburg,ON,N4G5E5,,,42.87,-80.72,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3532,Oxford,3532004,Tillsonburg,546,Tillsonburg,3560,London,N4G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11836,Mold-Masters (2007) Limited,Mold-Masters Georgetown (Armstrong),233 Armstrong Avenue,,Georgetown,ON,L7G 4X5,,,43.65,-79.88,1983,333246,6,Other Manufacturing,Autres fabrication,3524,Halton,3524015,Halton Hills,535,Toronto,3530,Toronto,L7G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,11838,MYE Canada Operations Inc.,55 Plant Farm Blvd,55 Plant Farm Boulevard,,Brantford,ON,N3S7W2,,,43.15,-80.21,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3529,Brant,3529006,Brantford,543,Brantford,3550,Hamilton--Niagara Peninsula,N3S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,11839,MYE Canada Operations Inc.,75 Plant Farm Blvd,75 Plant Farm Boulevard,,Brantford,ON,N3T5M8,,,43.15,-80.21,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3529,Brant,3529006,Brantford,543,Brantford,3550,Hamilton--Niagara Peninsula,N3S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11840,National Refrigeration (Keeprite),National Refrigeration (Keeprite),159 Roy Boulevard,,Brantford,ON,N3R 7K1,,,43.16,-80.23,1983,333416,6,Other Manufacturing,Autres fabrication,3529,Brant,3529006,Brantford,543,Brantford,3550,Hamilton--Niagara Peninsula,N3T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11841,Northland Power Inc.,Thorold Cogen Generating Station,90 Allanburg Road,,Thorold,ON,L2V0A8,,,43.1,-79.19,1983,221112,4,Electricity,Électricité,3526,Niagara,3526037,Thorold,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,11842,Oakville Stamping and Bending,OS&B,Unit C - 2200 Speers Road,,Oakville,ON,L6L 2X8,,,43.41,-79.72,1983,332910,6,Other Manufacturing,Autres fabrication,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11843,Ontario Redimix,Portlands Plant,8 Unwin Avenue,,Toronto,ON,M5A3L1,,,43.63,-79.34,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M5J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,11845,Public Works and Government Services Canada,Cliff Temporary Central Heating and Cooling Plant,347 Wellington Street,,Ottawa,ON,K1A0M3,,,45.42,-75.7,1983,911910,11,Other (Except Manufacturing),Autres (sauf fabrication),3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11846,Reaction Distributing Inc.,St. Thomas,95 Woodworth Avenue,,St. Thomas,ON,N5P3J9,,,42.78,-81.17,1983,332319,6,Other Manufacturing,Autres fabrication,3534,Elgin,3534021,St. Thomas,555,London,3560,London,N5P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,11848,ROYAL GROUP INC.,ROYAL PIPE SYSTEMS,111 Royal Group Crescent,,Woodbridge,ON,L4H1X9,,,43.76,-79.62,1983,326122,13,Plastics and Rubber,Plastiques et caoutchouc,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11849,"Energi Fenestration Solutions, Ltd.",Energi Fenestration Solutions - Woodbridge,30 Royal Group Crescent,,Woodbridge,ON,L4H1X9,,,43.76,-79.62,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,11850,ROYAL GROUP INC.,ROYAL WINDOW AND DOOR PROFILES PLANT 2,71 Royal Group Crescent,,Woodbridge,ON,L4H1X9,,,43.76,-79.63,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11851,RS Technologies Inc.,RS TECHNOLOGIES INC.,22 INDUSTRIAL PARK Road,,TILBURY,ON,N0P2L0,"PIN 00809--0020LOT 15, CONCESSION 4 GEOGRAPHIC TOWNSHIP OF TILBURY EAST",,42.27,-82.41,1983,325220,3,Chemicals,Produits chimiques,3536,Chatham-Kent,3536020,Chatham-Kent,556,Chatham-Kent,3570,Windsor--Sarnia,N0P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11852,Rubicon Minerals Corporation,Rubicon Minerals - Phoenix Project,103 East Bay Access Road,,Cochenour,ON,P0V1L0,,,51.12,-93.74,1983,212220,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3560,Kenora,3560042,Red Lake,,,3595,Northwest / Nord-ouest,P0V,6,Boreal Shield,Bouclier boréal,5,Nelson River Drainage Area,Aire de drainage du fleuve Nelson,0,0,0,0
2016,11853,Saputo Foods Ltd.,Trenton,7 riverside Drive,,Trenton,ON,K8V5R7,,,44.13,-77.58,1983,311511,6,Other Manufacturing,Autres fabrication,3512,Hastings,3512015,Quinte West,522,Belleville,3515,Kingston--Pembroke,K8V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11854,Scotland Agromart Ltd.,Scotland Agromart Ltd.,218 Oakland Road,,Scotland,ON,N0E1R0,,,43.02,-80.35,1983,325314,3,Chemicals,Produits chimiques,3529,Brant,3529005,Brant,543,Brantford,3550,Hamilton--Niagara Peninsula,N0E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11855,Snap-on Tools of Canada Ltd.,Snap-on Tools of Canada Ltd.,6500 Millcreek Drive,,Mississauga,ON,L5N2W6,,,43.59,-79.74,1983,333920,6,Other Manufacturing,Autres fabrication,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11856,Sprucedale Agromart Ltd.,Tara,291 Yonge Street,,Tara,ON,N0H2N0,,,44.47,-81.14,1983,325314,3,Chemicals,Produits chimiques,3541,Bruce,3541043,Arran-Elderslie,,,3580,Stratford--Bruce Peninsula,N0H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11857,Walmart Canada Logistics ULC,PDC7087,7295 West Credit Avenue,,Mississauga,ON,L5N 5N1,,,43.61,-79.76,1983,493120,11,Other (Except Manufacturing),Autres (sauf fabrication),3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,11858,Teknaform Inc.,Teknaform Inc. - 8 Marconi,8 Marconi Court,,Bolton,ON,L7E1H3,,,43.85,-79.72,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521024,Caledon,535,Toronto,3530,Toronto,L7E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,11859,Linamar Corp.,The Frank Hasenfratz Centre of Excellence in Manufacturing,700 Woodland Road,,Guelph,ON,N1K 1G4,,,43.53,-80.31,1983,339990,6,Other Manufacturing,Autres fabrication,3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11860,TransCanada Energy Ltd.,Halton Hills Generating Station,7870 Sixth Line South,,Halton Hills,ON,L7G4S6,,,43.55,-79.85,1983,221112,4,Electricity,Électricité,3524,Halton,3524015,Halton Hills,535,Toronto,3530,Toronto,L7G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11862,Unilock Ltd.,Unilock Ltd. (Ayr),2977 Cedar Creek Road,,Ayr,ON,N0B 1E0,,,43.32,-80.45,1983,327330,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3530,Waterloo,3530004,North Dumfries,541,Kitchener - Cambridge - Waterloo,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11863,Union Gas Limited,Airport Pool,4793 Mandaumin Road,,St Clair,ON,N0N1R0,,,42.92,-82.23,1983,486210,9,Oil & Gas Pipelines and Storage,Stockage et transport par gazoducs d'huile et de gaz,3538,Lambton,3538003,St. Clair,562,Sarnia,3570,Windsor--Sarnia,N0N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11864,Union Gas Limited,Dawn 167 Pool,5773 Aberfeldy Line,,Dawn,ON,N0P1R0,,,42.75,-82.03,1983,486210,9,Oil & Gas Pipelines and Storage,Stockage et transport par gazoducs d'huile et de gaz,3538,Lambton,3538007,Dawn-Euphemia,,,3570,Windsor--Sarnia,N0N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11865,The Governing Council of the University of Toronto,St George Campus,27 King's College Circle Road,,Toronto,ON,M5S1A1,,,43.66,-79.39,1983,611310,11,Other (Except Manufacturing),Autres (sauf fabrication),3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M5S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11866,City of Peterborough,Peterborough County/City Waste Management Facility,1260 Bensfort Road,,Peterborough,ON,K9J6X7,,,44.22,-78.28,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3515,Peterborough,3515005,Otonabee-South Monaghan,529,Peterborough,3520,Muskoka--Kawarthas,K9J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11867,Detour Gold Corporation,Detour Lake Project,End of Highway 652,,Cochrane,ON,,Unsurveyed,,50.01,-79.7,1983,212220,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3556,Cochrane,3556092,"Cochrane, Unorganized, North Part",,,3590,Northeast / Nord-est,P0L,6,Boreal Shield,Bouclier boréal,4,Southwestern Hudson Bay Drainage Area,Aire de drainage du sud-ouest de la baie d'Hudson,1,0,0,0
2016,11868,"Dynamic Suspensions, Division of",Dynamic Suspensions,125 Corcoran Court East,,Gwillimbury,ON,L9N0M8,Latitude :44.0100Longtitude :79.2800,,44.08,-79.43,1983,336330,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3519,York,3519054,East Gwillimbury,535,Toronto,3530,Toronto,L3Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11869,Flochem Limited,Flochem Limited,6986 Wellington Road 124 Road,,Guelph,ON,N1H6J4,,,43.48,-80.29,1983,325190,3,Chemicals,Produits chimiques,3523,Wellington,3523009,Guelph/Eramosa,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11870,G.TACKABERRY & SONS CONSTRUCTION,KEMPTVILLE QUARRY - 62978,4054 County Road 43 Road East,,Kemptville,ON,K0G1J0,,,45.02,-75.59,1983,212315,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3507,Leeds and Grenville,3507065,North Grenville,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K0G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11871,G.TACKABERRY & SONS CONSTRUCTION,PERTH QUARRY - 4314,16129 Highway 7 Highway East,,Perth,ON,K7H3M6,,,44.95,-76.23,1983,212315,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3509,Lanark,3509010,Drummond/North Elmsley,,,3510,Ottawa,K7H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11873,Lafarge Canada Inc. - EAST,WEST PARIS AGG SITE,348 King Edward Street,,Paris,ON,N3L3E3,,,43.17,-80.4,1983,212323,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3529,Brant,3529005,Brant,543,Brantford,3550,Hamilton--Niagara Peninsula,N3L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,11874,THE MURRAY GROUP LIMITED,DEVIN PIT,Concession 3,,Centre Wellington,ON,,,,43.64,-80.44,1983,212323,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3523,Wellington,3523025,Centre Wellington,531,Centre Wellington,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,11875,THE MURRAY GROUP LIMITED,WRIDALE PIT,Concession 3,,West Grey,ON,,,,44.18,-80.85,1983,212323,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3542,Grey,3542004,West Grey,,,3580,Stratford--Bruce Peninsula,N4N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11876,THESL,500 Commissioners,500 Commissioners Street,,Toronto,ON,M4M3N7,,,43.65,-79.33,1983,221122,4,Electricity,Électricité,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11877,Vale Canada Limited,Ellen Pit,Crean Hill Road Road,,Denison Township,ON,P0M1L0,,,46.43,-81.34,1983,212232,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3553,Greater Sudbury / Grand Sudbury,3553005,Greater Sudbury / Grand Sudbury,580,Greater Sudbury / Grand Sudbury,3590,Northeast / Nord-est,P0M,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2016,11878,Vale Canada Limited,Totten Mine,6 C. Johnson Road,,Worthington,ON,P0M3H0,,,46.38,-81.45,1983,212232,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3553,Greater Sudbury / Grand Sudbury,3553005,Greater Sudbury / Grand Sudbury,580,Greater Sudbury / Grand Sudbury,3590,Northeast / Nord-est,P0M,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2016,11879,Waste Management of Canada Corporation,Twin Creeks Landfill (formerly Warwick Landfill),8039 Zion Line,,Watford,ON,N0M2S0,,,42.97,-81.86,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3538,Lambton,3538043,Warwick,,,3570,Windsor--Sarnia,N0M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,11882,Aecon Construction & Materials Ltd.,Mountain Lake Quarry,Fire Access Road Road,,Galway - Cavendish - Harvey,ON,,"Part of Lot 7, Concession 1Cavendish TownshipCounty of Peterborough",,44.69,-78.43,1983,212315,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3515,Peterborough,3515044,Trent Lakes,,,3520,Muskoka--Kawarthas,K0M,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2010,11884,AECON CONSTRUCTION & MATERIALS LTD.,TRACK MOUNTED CRUSHING PLANT,,,Killarney,ON,,,,46.13,-80.46,1983,212315,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3552,Sudbury,3552001,French River / Rivière des Français,,,3590,Northeast / Nord-est,P0M,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2016,11885,Air Products Canada Ltd.,Sarnia Liquid Hydrogen Plant,20 Indian Road South,,Sarnia,ON,N7T3W8,,,42.93,-82.37,1983,325999,3,Chemicals,Produits chimiques,3538,Lambton,3538030,Sarnia,562,Sarnia,3570,Windsor--Sarnia,N7T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2010,11886,ELECTRONIC METAL FORM INDUSTRIES LIMITED,ELECTRONIC METAL FORM INDUSTRIES LIMITED,435 Steelcase Road East,,Markham,ON,L3R2M2,,,43.82,-79.33,1983,332999,6,Other Manufacturing,Autres fabrication,3519,York,3519036,Markham,535,Toronto,3530,Toronto,L3R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11887,Airbus Helicopters Canada Limited,Airbus Helicopters Canada Limited,1100 Gilmore Road,,Fort Erie,ON,L2A 5M9,,,42.92,-78.95,1983,336410,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3526,Niagara,3526003,Fort Erie,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11889,Premier Tech,Craig,4 Craig Street,,Brighton,ON,K0K1H0,,,44.06,-77.67,1983,325320,3,Chemicals,Produits chimiques,3514,Northumberland,3514004,Brighton,,,3520,Muskoka--Kawarthas,K0K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11890,Pembina Pipeline Corporation,Corunna Storage Facility,4391 40 Highway,,Corunna,ON,N0N1G0,,,42.89,-82.41,1983,486990,9,Oil & Gas Pipelines and Storage,Stockage et transport par gazoducs d'huile et de gaz,3538,Lambton,3538003,St. Clair,562,Sarnia,3570,Windsor--Sarnia,N0N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11891,Regional Municipality of Niagara,Glenridge Landfill Site,1860 Sir Issac Brock Way,,St. Catharines,ON,L2T1R4,,,43.12,-79.23,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3526,Niagara,3526053,St. Catharines,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11892,Regional Municipality of Niagara,Bridge Street Landfiil Site,1300 Bridge Street,,Fort Erie,ON,L2A5M4,,,42.92,-78.96,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3526,Niagara,3526003,Fort Erie,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11893,Regional Municipality of Niagara,Niagara Road 12 Landfill Site,7015 Concession Road 7 Road,,West Lincoln,ON,L0R1M0,,,43.13,-79.57,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3526,Niagara,3526021,West Lincoln,,,3550,Hamilton--Niagara Peninsula,L0R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11894,Thompsons Ltd.,Norwich Facility,345539 Quaker (RR #3) Street,,Norwich,ON,N0J1P0,,,42.99,-80.62,1983,493130,11,Other (Except Manufacturing),Autres (sauf fabrication),3532,Oxford,3532002,Norwich,,,3560,London,N0J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,11895,City of Toronto,Dufferin Organics Processing Facility,35  Vanley Crescent,,Toronto,ON,M3J2B7,Ontario,,43.76,-79.47,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M3J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11896,Coco Paving Inc.,Windsor HMA Plant,6725 South Service Road,,Windsor,ON,N8N2M1,,,42.29,-82.92,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3537,Essex,3537039,Windsor,559,Windsor,3570,Windsor--Sarnia,N8T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,11897,R.W. TOMLINSON LIMITED,CRM CARP,2326 Carp Road,,Ottawa,ON,K2S1B9,,,45.29,-75.95,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K0A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2013,11898,R.W. TOMLINSON LIMITED,TRM RIDEAU,3200 Rideau Road,,Ottawa,ON,K1Y4J6,,,45.29,-75.57,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,11899,R.W. TOMLINSON LIMITED,TRM Vars,8125 Russell Road,,Ottawa,ON,K0A3H0,,,45.37,-75.36,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K4B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
